39.900, 0.000, 0.000
39.876, 1.392, -0.001
39.803, 2.783, -0.002
39.681, 4.171, -0.003
39.512, 5.553, -0.004
39.294, 6.929, -0.006
39.028, 8.296, -0.007
38.715, 9.653, -0.008
38.354, 10.998, -0.009
37.947, 12.330, -0.010
37.494, 13.647, -0.011
36.995, 14.947, -0.012
36.450, 16.229, -0.013
35.862, 17.491, -0.014
35.230, 18.732, -0.016
34.554, 19.950, -0.017
33.837, 21.144, -0.018
33.079, 22.312, -0.019
32.280, 23.453, -0.020
31.442, 24.565, -0.021
30.565, 25.647, -0.022
29.651, 26.698, -0.023
28.702, 27.717, -0.024
27.717, 28.702, -0.026
26.698, 29.651, -0.027
25.647, 30.565, -0.028
24.565, 31.442, -0.029
23.453, 32.280, -0.030
22.312, 33.079, -0.031
21.144, 33.837, -0.032
19.950, 34.554, -0.033
18.732, 35.230, -0.034
17.491, 35.862, -0.036
16.229, 36.450, -0.037
14.947, 36.995, -0.038
13.647, 37.494, -0.039
12.330, 37.947, -0.040
10.998, 38.354, -0.041
9.653, 38.715, -0.042
8.296, 39.028, -0.043
6.929, 39.294, -0.044
5.553, 39.512, -0.046
4.171, 39.681, -0.047
2.783, 39.803, -0.048
1.392, 39.876, -0.049
0.000, 39.900, -0.050
-1.392, 39.876, -0.051
-2.783, 39.803, -0.052
-4.171, 39.681, -0.053
-5.553, 39.512, -0.054
-6.929, 39.294, -0.056
-8.296, 39.028, -0.057
-9.653, 38.715, -0.058
-10.998, 38.354, -0.059
-12.330, 37.947, -0.060
-13.647, 37.494, -0.061
-14.947, 36.995, -0.062
-16.229, 36.450, -0.063
-17.491, 35.862, -0.064
-18.732, 35.230, -0.066
-19.950, 34.554, -0.067
-21.144, 33.837, -0.068
-22.312, 33.079, -0.069
-23.453, 32.280, -0.070
-24.565, 31.442, -0.071
-25.647, 30.565, -0.072
-26.698, 29.651, -0.073
-27.717, 28.702, -0.074
-28.702, 27.717, -0.076
-29.651, 26.698, -0.077
-30.565, 25.647, -0.078
-31.442, 24.565, -0.079
-32.280, 23.453, -0.080
-33.079, 22.312, -0.081
-33.837, 21.144, -0.082
-34.554, 19.950, -0.083
-35.230, 18.732, -0.084
-35.862, 17.491, -0.086
-36.450, 16.229, -0.087
-36.995, 14.947, -0.088
-37.494, 13.647, -0.089
-37.947, 12.330, -0.090
-38.354, 10.998, -0.091
-38.715, 9.653, -0.092
-39.028, 8.296, -0.093
-39.294, 6.929, -0.094
-39.512, 5.553, -0.096
-39.681, 4.171, -0.097
-39.803, 2.783, -0.098
-39.876, 1.392, -0.099
-39.900, 0.000, -0.100
-39.876, -1.392, -0.101
-39.803, -2.783, -0.102
-39.681, -4.171, -0.103
-39.512, -5.553, -0.104
-39.294, -6.929, -0.106
-39.028, -8.296, -0.107
-38.715, -9.653, -0.108
-38.354, -10.998, -0.109
-37.947, -12.330, -0.110
-37.494, -13.647, -0.111
-36.995, -14.947, -0.112
-36.450, -16.229, -0.113
-35.862, -17.491, -0.114
-35.230, -18.732, -0.116
-34.554, -19.950, -0.117
-33.837, -21.144, -0.118
-33.079, -22.312, -0.119
-32.280, -23.453, -0.120
-31.442, -24.565, -0.121
-30.565, -25.647, -0.122
-29.651, -26.698, -0.123
-28.702, -27.717, -0.124
-27.717, -28.702, -0.126
-26.698, -29.651, -0.127
-25.647, -30.565, -0.128
-24.565, -31.442, -0.129
-23.453, -32.280, -0.130
-22.312, -33.079, -0.131
-21.144, -33.837, -0.132
-19.950, -34.554, -0.133
-18.732, -35.230, -0.134
-17.491, -35.862, -0.136
-16.229, -36.450, -0.137
-14.947, -36.995, -0.138
-13.647, -37.494, -0.139
-12.330, -37.947, -0.140
-10.998, -38.354, -0.141
-9.653, -38.715, -0.142
-8.296, -39.028, -0.143
-6.929, -39.294, -0.144
-5.553, -39.512, -0.146
-4.171, -39.681, -0.147
-2.783, -39.803, -0.148
-1.392, -39.876, -0.149
-0.000, -39.900, -0.150
1.392, -39.876, -0.151
2.783, -39.803, -0.152
4.171, -39.681, -0.153
5.553, -39.512, -0.154
6.929, -39.294, -0.156
8.296, -39.028, -0.157
9.653, -38.715, -0.158
10.998, -38.354, -0.159
12.330, -37.947, -0.160
13.647, -37.494, -0.161
14.947, -36.995, -0.162
16.229, -36.450, -0.163
17.491, -35.862, -0.164
18.732, -35.230, -0.166
19.950, -34.554, -0.167
21.144, -33.837, -0.168
22.312, -33.079, -0.169
23.453, -32.280, -0.170
24.565, -31.442, -0.171
25.647, -30.565, -0.172
26.698, -29.651, -0.173
27.717, -28.702, -0.174
28.702, -27.717, -0.176
