40.543, -38.278, -17.042, -0.513
40.631, -37.659, -18.368, -0.514
40.718, -36.996, -19.671, -0.516
40.806, -36.286, -20.950, -0.517
40.894, -35.533, -22.204, -0.518
40.982, -34.737, -23.430, -0.519
41.069, -33.898, -24.628, -0.520
41.157, -33.018, -25.796, -0.521
41.245, -32.097, -26.933, -0.522
41.333, -31.138, -28.037, -0.523
41.420, -30.140, -29.106, -0.524
41.508, -29.106, -30.140, -0.526
41.596, -28.037, -31.138, -0.527
41.684, -26.933, -32.097, -0.528
41.771, -25.796, -33.018, -0.529
41.859, -24.628, -33.898, -0.530
41.947, -23.430, -34.737, -0.531
42.035, -22.204, -35.533, -0.532
42.122, -20.950, -36.286, -0.533
42.210, -19.671, -36.996, -0.534
42.298, -18.368, -37.659, -0.536
42.386, -17.042, -38.278, -0.537
42.473, -15.696, -38.849, -0.538
42.561, -14.331, -39.373, -0.539
42.649, -12.948, -39.849, -0.540
42.737, -11.549, -40.277, -0.541
42.825, -10.137, -40.655, -0.542
42.912, -8.711, -40.984, -0.543
43.000, -7.276, -41.263, -0.544
43.088, -5.831, -41.492, -0.546
43.176, -4.380, -41.670, -0.547
43.263, -2.923, -41.798, -0.548
43.351, -1.462, -41.874, -0.549
43.439, 0.000, -41.900, -0.550
43.527, 1.462, -41.874, -0.551
43.614, 2.923, -41.798, -0.552
43.702, 4.380, -41.670, -0.553
43.790, 5.831, -41.492, -0.554
43.878, 7.276, -41.263, -0.556
43.965, 8.711, -40.984, -0.557
44.053, 10.137, -40.655, -0.558
44.141, 11.549, -40.277, -0.559
44.229, 12.948, -39.849, -0.560
44.316, 14.331, -39.373, -0.561
44.404, 15.696, -38.849, -0.562
44.492, 17.042, -38.278, -0.563
44.580, 18.368, -37.659, -0.564
44.667, 19.671, -36.996, -0.566
44.755, 20.950, -36.286, -0.567
44.843, 22.204, -35.533, -0.568
44.931, 23.430, -34.737, -0.569
45.018, 24.628, -33.898, -0.570
45.106, 25.796, -33.018, -0.571
45.194, 26.933, -32.097, -0.572
45.282, 28.037, -31.138, -0.573
45.369, 29.106, -30.140, -0.574
45.457, 30.140, -29.106, -0.576
45.545, 31.138, -28.037, -0.577
45.633, 32.097, -26.933, -0.578
45.720, 33.018, -25.796, -0.579
45.808, 33.898, -24.628, -0.580
45.896, 34.737, -23.430, -0.581
45.984, 35.533, -22.204, -0.582
46.071, 36.286, -20.950, -0.583
46.159, 36.996, -19.671, -0.584
46.247, 37.659, -18.368, -0.586
46.335, 38.278, -17.042, -0.587
46.422, 38.849, -15.696, -0.588
46.510, 39.373, -14.331, -0.589
46.598, 39.849, -12.948, -0.590
46.686, 40.277, -11.549, -0.591
46.773, 40.655, -10.137, -0.592
46.861, 40.984, -8.711, -0.593
46.949, 41.263, -7.276, -0.594
47.037, 41.492, -5.831, -0.596
47.125, 41.670, -4.380, -0.597
47.212, 41.798, -2.923, -0.598
47.300, 41.874, -1.462, -0.599
47.388, 41.900, -0.000, -0.600
47.476, 41.874, 1.462, -0.601
47.563, 41.798, 2.923, -0.602
47.651, 41.670, 4.380, -0.603
