37.900, 0.000, 0.000
37.877, 1.323, -0.001
37.808, 2.644, -0.002
37.692, 3.962, -0.003
37.531, 5.275, -0.004
37.324, 6.581, -0.006
37.072, 7.880, -0.007
36.774, 9.169, -0.008
36.432, 10.447, -0.009
36.045, 11.712, -0.010
35.614, 12.963, -0.011
35.140, 14.198, -0.012
34.623, 15.415, -0.013
34.064, 16.614, -0.014
33.464, 17.793, -0.016
32.822, 18.950, -0.017
32.141, 20.084, -0.018
31.421, 21.193, -0.019
30.662, 22.277, -0.020
29.866, 23.334, -0.021
29.033, 24.362, -0.022
28.165, 25.360, -0.023
27.263, 26.328, -0.024
26.328, 27.263, -0.026
25.360, 28.165, -0.027
24.362, 29.033, -0.028
23.334, 29.866, -0.029
22.277, 30.662, -0.030
21.193, 31.421, -0.031
20.084, 32.141, -0.032
18.950, 32.822, -0.033
17.793, 33.464, -0.034
16.614, 34.064, -0.036
15.415, 34.623, -0.037
14.198, 35.140, -0.038
12.963, 35.614, -0.039
11.712, 36.045, -0.040
10.447, 36.432, -0.041
9.169, 36.774, -0.042
7.880, 37.072, -0.043
6.581, 37.324, -0.044
5.275, 37.531, -0.046
3.962, 37.692, -0.047
2.644, 37.808, -0.048
1.323, 37.877, -0.049
0.000, 37.900, -0.050
-1.323, 37.877, -0.051
-2.644, 37.808, -0.052
-3.962, 37.692, -0.053
-5.275, 37.531, -0.054
-6.581, 37.324, -0.056
-7.880, 37.072, -0.057
-9.169, 36.774, -0.058
-10.447, 36.432, -0.059
-11.712, 36.045, -0.060
-12.963, 35.614, -0.061
-14.198, 35.140, -0.062
-15.415, 34.623, -0.063
-16.614, 34.064, -0.064
-17.793, 33.464, -0.066
-18.950, 32.822, -0.067
-20.084, 32.141, -0.068
-21.193, 31.421, -0.069
-22.277, 30.662, -0.070
-23.334, 29.866, -0.071
-24.362, 29.033, -0.072
-25.360, 28.165, -0.073
-26.328, 27.263, -0.074
-27.263, 26.328, -0.076
-28.165, 25.360, -0.077
-29.033, 24.362, -0.078
-29.866, 23.334, -0.079
-30.662, 22.277, -0.080
-31.421, 21.193, -0.081
-32.141, 20.084, -0.082
-32.822, 18.950, -0.083
-33.464, 17.793, -0.084
-34.064, 16.614, -0.086
-34.623, 15.415, -0.087
-35.140, 14.198, -0.088
-35.614, 12.963, -0.089
-36.045, 11.712, -0.090
-36.432, 10.447, -0.091
-36.774, 9.169, -0.092
-37.072, 7.880, -0.093
-37.324, 6.581, -0.094
-37.531, 5.275, -0.096
-37.692, 3.962, -0.097
-37.808, 2.644, -0.098
-37.877, 1.323, -0.099
-37.900, 0.000, -0.100
-37.877, -1.323, -0.101
-37.808, -2.644, -0.102
-37.692, -3.962, -0.103
-37.531, -5.275, -0.104
-37.324, -6.581, -0.106
-37.072, -7.880, -0.107
-36.774, -9.169, -0.108
-36.432, -10.447, -0.109
-36.045, -11.712, -0.110
-35.614, -12.963, -0.111
-35.140, -14.198, -0.112
-34.623, -15.415, -0.113
-34.064, -16.614, -0.114
-33.464, -17.793, -0.116
-32.822, -18.950, -0.117
-32.141, -20.084, -0.118
-31.421, -21.193, -0.119
-30.662, -22.277, -0.120
-29.866, -23.334, -0.121
-29.033, -24.362, -0.122
-28.165, -25.360, -0.123
-27.263, -26.328, -0.124
-26.328, -27.263, -0.126
-25.360, -28.165, -0.127
-24.362, -29.033, -0.128
-23.334, -29.866, -0.129
-22.277, -30.662, -0.130
-21.193, -31.421, -0.131
-20.084, -32.141, -0.132
-18.950, -32.822, -0.133
-17.793, -33.464, -0.134
-16.614, -34.064, -0.136
-15.415, -34.623, -0.137
-14.198, -35.140, -0.138
-12.963, -35.614, -0.139
-11.712, -36.045, -0.140
-10.447, -36.432, -0.141
-9.169, -36.774, -0.142
-7.880, -37.072, -0.143
-6.581, -37.324, -0.144
-5.275, -37.531, -0.146
-3.962, -37.692, -0.147
-2.644, -37.808, -0.148
-1.323, -37.877, -0.149
-0.000, -37.900, -0.150
1.323, -37.877, -0.151
2.644, -37.808, -0.152
3.962, -37.692, -0.153
5.275, -37.531, -0.154
6.581, -37.324, -0.156
7.880, -37.072, -0.157
9.169, -36.774, -0.158
10.447, -36.432, -0.159
11.712, -36.045, -0.160
12.963, -35.614, -0.161
14.198, -35.140, -0.162
15.415, -34.623, -0.163
16.614, -34.064, -0.164
17.793, -33.464, -0.166
18.950, -32.822, -0.167
20.084, -32.141, -0.168
21.193, -31.421, -0.169
22.277, -30.662, -0.170
23.334, -29.866, -0.171
24.362, -29.033, -0.172
25.360, -28.165, -0.173
26.328, -27.263, -0.174
27.263, -26.328, -0.176
28.165, -25.360, -0.177
29.033, -24.362, -0.178
29.866, -23.334, -0.179
30.662, -22.277, -0.180
31.421, -21.193, -0.181
32.141, -20.084, -0.182
32.822, -18.950, -0.183
33.464, -17.793, -0.184
34.064, -16.614, -0.186
34.623, -15.415, -0.187
35.140, -14.198, -0.188
35.614, -12.963, -0.189
36.045, -11.712, -0.190
36.432, -10.447, -0.191
36.774, -9.169, -0.192
37.072, -7.880, -0.193
37.324, -6.581, -0.194
37.531, -5.275, -0.196
37.692, -3.962, -0.197
37.808, -2.644, -0.198
37.877, -1.323, -0.199
37.900, -0.000, -0.200
37.877, 1.323, -0.201
37.808, 2.644, -0.202
37.692, 3.962, -0.203
37.531, 5.275, -0.204
37.324, 6.581, -0.206
37.072, 7.880, -0.207
36.774, 9.169, -0.208
36.432, 10.447, -0.209
36.045, 11.712, -0.210
35.614, 12.963, -0.211
35.140, 14.198, -0.212
34.623, 15.415, -0.213
34.064, 16.614, -0.214
33.464, 17.793, -0.216
32.822, 18.950, -0.217
32.141, 20.084, -0.218
31.421, 21.193, -0.219
30.662, 22.277, -0.220
29.866, 23.334, -0.221
29.033, 24.362, -0.222
28.165, 25.360, -0.223
27.263, 26.328, -0.224
26.328, 27.263, -0.226
25.360, 28.165, -0.227
24.362, 29.033, -0.228
23.334, 29.866, -0.229
22.277, 30.662, -0.230
21.193, 31.421, -0.231
20.084, 32.141, -0.232
18.950, 32.822, -0.233
17.793, 33.464, -0.234
16.614, 34.064, -0.236
15.415, 34.623, -0.237
14.198, 35.140, -0.238
12.963, 35.614, -0.239
11.712, 36.045, -0.240
10.447, 36.432, -0.241
9.169, 36.774, -0.242
7.880, 37.072, -0.243
6.581, 37.324, -0.244
5.275, 37.531, -0.246
3.962, 37.692, -0.247
2.644, 37.808, -0.248
1.323, 37.877, -0.249
0.000, 37.900, -0.250
-1.323, 37.877, -0.251
-2.644, 37.808, -0.252
-3.962, 37.692, -0.253
-5.275, 37.531, -0.254
-6.581, 37.324, -0.256
-7.880, 37.072, -0.257
-9.169, 36.774, -0.258
-10.447, 36.432, -0.259
-11.712, 36.045, -0.260
-12.963, 35.614, -0.261
-14.198, 35.140, -0.262
-15.415, 34.623, -0.263
-16.614, 34.064, -0.264
-17.793, 33.464, -0.266
-18.950, 32.822, -0.267
-20.084, 32.141, -0.268
-21.193, 31.421, -0.269
-22.277, 30.662, -0.270
-23.334, 29.866, -0.271
-24.362, 29.033, -0.272
-25.360, 28.165, -0.273
-26.328, 27.263, -0.274
-27.263, 26.328, -0.276
-28.165, 25.360, -0.277
-29.033, 24.362, -0.278
-29.866, 23.334, -0.279
-30.662, 22.277, -0.280
-31.421, 21.193, -0.281
-32.141, 20.084, -0.282
-32.822, 18.950, -0.283
-33.464, 17.793, -0.284
-34.064, 16.614, -0.286
-34.623, 15.415, -0.287
-35.140, 14.198, -0.288
-35.614, 12.963, -0.289
-36.045, 11.712, -0.290
-36.432, 10.447, -0.291
-36.774, 9.169, -0.292
-37.072, 7.880, -0.293
-37.324, 6.581, -0.294
-37.531, 5.275, -0.296
-37.692, 3.962, -0.297
-37.808, 2.644, -0.298
-37.877, 1.323, -0.299
-37.900, 0.000, -0.300
-37.877, -1.323, -0.301
-37.808, -2.644, -0.302
-37.692, -3.962, -0.303
-37.531, -5.275, -0.304
-37.324, -6.581, -0.306
-37.072, -7.880, -0.307
-36.774, -9.169, -0.308
-36.432, -10.447, -0.309
-36.045, -11.712, -0.310
-35.614, -12.963, -0.311
-35.140, -14.198, -0.312
